UIUX,CLUB,BL,TARGET PRODUCT,TEST TYPE,COMPONENT,VARIABLE,JIRA URL,TARGET URL,TITLE,WINNER,STATUS,START DATE,TODAY'S DATE,PROJECTED END DATE,PROJECTED # OF DAYS,PROJECTED SAMPLE SIZE PER OFFER,PROJECTED LIFT,CURRENT FLIGHT (DAYS),ACTUAL END DATE,RETEST,TOTAL FLIGHT (DAYS),PRODUCTION LIVE DATE,AVG LIFT (%),PRIMARY GOAL,DESCRIPTION,LEARNINGS,BL REQUEST (Y/A:B:C)
MG,OAC,mxx,Join,,Hero (400),styling,https://aaanortheast.atlassian.net/browse/MUL-749,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-mxx-join-hero-redesign-0818-av,oac-mxx-join-hero-redesign-0818-av,A,COMPLETED,"Fri, 09/14/18","Tue, 09/10",,,,,,"Mon, 09/17",FALSE,3,,-30%,Increase conversion to join.,Hero v. Hero 400 with cta row,Confidence at 99% major impact to Join starts. Another concluded test that the 400 hero may not be the best option.,
MG,OAC,fxx,Visa,Engagement,Hero,other,https://aaanortheast.atlassian.net/browse/MUL-812,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-fxx-fxxhome-hero-visa-swap-0918-av,oac-fxx-fxxhome-hero-visa-swap-0918-av,NONE,COMPLETED,"Mon, 09/17/18","Tue, 09/10",,,,,,"Tue, 01/8",FALSE,113,,,Increase clicks to finance.,,Inconclusive. The creative did not spark increased engagement.,
MG,NE,txx,Car Rentals,,Widget,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-582,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-txx-txxhome-widget-hertz--917-av,ne-txx-txxhome-widget-hertz-0918-dsktp,A,COMPLETED,"Tue, 09/18/18","Tue, 09/10",,,,,,"Thu, 09/20",FALSE,2,,-57.79%,Increase engagement Car Rentals.,Link copy 'Promo Coupons' v. Image of Hertz Logo,,
MG,OAC,fxx,Visa,,Nav,other,https://aaanortheast.atlassian.net/browse/MUL-815,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-fxx-nav-visa-swap-0918-av,oac-fxx-nav-visa-swap-0918-dsktp,A,COMPLETED,"Tue, 09/18/18","Tue, 09/10",,,,,,"Mon, 10/1",FALSE,13,,-71.12%,Increase traffic to Visa page.,Foregin Currency v. AAA Member Rewards,,
MG,NE,txx,MVP,,5050,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-591,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-txx-txxhome-5050-redesign-pathtodiscovery-0918-av,ne-txx-txxhome-5050-redesign-pathtodiscovery-0918-av,B,COMPLETED,"Thu, 09/20/18","Tue, 09/10",,,,,,"Tue, 09/25/18",FALSE,5,,226.16%,Increase engagement in 5050 Path to Discovery.,5050 v. dynamic 5050,,
PM,NE,mxx,Price Component,,MXX Pricing,other,n/a,mxx_mxxJoin_price_component_plus_tab_0918_mbl,mxx_mxxJoin_price_component_plus_tab_0918_mbl,B,COMPLETED,"Fri, 09/21/18","Tue, 09/10",,,,,,"Tue, 09/25",FALSE,4,,40.07%,Select Plus level to increase plus membership conversions.,Auto select Plus Tab in Mobile.,99.98% Confidence,
PM,NE,mxx,Price Component,,MXX Pricing,styling,n/a,mxx_joinfunnel_price_component_overlay_0918_dsktp,mxx_joinfunnel_price_component_overlay_0918_dsktp,B,COMPLETED,"Fri, 09/21/18","Tue, 09/10",,,,,,"Fri, 09/28",FALSE,7,,,Select Plus level to increase plus membership conversions.,Overlay to highlight Plus Membership selection in desktop.,,
PM,NE,mxx,Join Funnel,,Hero,image,n/a,ne_mxx_join_hero_image_0918_av,ne_mxx_join_hero_image_0918_av,NONE,COMPLETED,"Fri, 09/21/18","Tue, 09/10",,,,,,"Mon, 09/24",FALSE,3,,-28.84%,Increase clicks and conversions of membership products.,Used a cartoon version of RSA in the hero section of AAA homepage. Similar to AAA FB ads.,98.77% Confidence,
MG,NE,fxx,Home Loan,,5050,styling,https://aaanortheast.atlassian.net/browse/MUL-781,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-fxx-fxxhome-5050-redesign-0818-av,ne-fxx-fxxhome-5050-redesign-0818-av,NONE,COMPLETED,"Mon, 09/24/18","Tue, 09/10",,,,,,"Tue, 10/23",FALSE,29,,n/a,Increase click conversions to Finance products in 5050.,,,
PM,NE,mxx,Join,,5050 - Copy,,n/a,mxx_mxxhome_5050_copy_0917_av,mxx_mxxhome_5050_copy_0917_av,B,COMPLETED,"Fri, 09/1/17","Tue, 09/10",,,,,,,FALSE,,,1.00%,Increase conversion to join.,,,
MG,NE,fxx,Mortgage Products,Engagement,Hero,copy - title,https://aaanortheast.atlassian.net/browse/MUL-817,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-fxx-mortgagep-hero-copy-0918-av,ne-fxx-mortgagep-hero-copy-0918-av,NONE,COMPLETED,"Mon, 09/24/18","Tue, 09/10",,,,,,"Thu, 11/8",FALSE,45,,n/a,Increase conversion to home loans application.,Take the first step to home ownership today! v. Happiness has a new address.,There wasn't a positive impact trending for this and attempting to first instead change the background image via AB test.,
MG,NE,fxx,Auto Loans,,Hero,styling,https://aaanortheast.atlassian.net/browse/MUL-823,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-fxx-axxloansp-hero-cta-0918-av,ne-fxx-axxloansp-hero-cta-0918-av,NONE,COMPLETED,"Mon, 09/24/18","Tue, 09/10",,,,,,"Tue, 10/23",FALSE,29,,n/a,Increase engagement with Auto Loans hero. Addition of 'Get Rates' CTA.,Apply Now v. Apply Now & Get Rates,,
MG,NE,txx,Car Rentals,,Widget,copy - cta,https://aaanortheast.atlassian.net/browse/TRAVEL-594,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-txx-txxhome-widget-copy-hertz-0918-dsktp,ne-txx-txxhome-widget-copy-hertz-0918-dsktp,B,COMPLETED,"Mon, 09/24/18","Tue, 09/10",,,,,,"Mon, 10/1",FALSE,7,,62.08%,Increase engagement Car Rentals. Variation 2. Added 'Hertz' into Link Copy.,Promo Coupons v. Hertz Promo Coupons,,
PM,NE,mxx,Membership Homepage,,Hero,image,n/a,mxx_mxxhero_resize_0918_av,mxx_mxxhero_resize_0918_av,A,COMPLETED,"Tue, 09/25/18","Tue, 09/10",,,,,,,FALSE,,,-7.37%,Test which hero performs the best on the Membership Homepage.,400px Hero vs 552px Hero,99.20% Confidence,
PM,NE,mxx,Renew Funnel,,Copy,copy - title,n/a,mxx_renewfunnel_login_state_copy_0918_av,mxx_renewfunnel_login_state_copy_0918_av,NONE,COMPLETED,"Tue, 09/25/18","Tue, 09/10",,,,,,"Thu, 10/11",FALSE,16,,,Clicks to visit another club.,Move state copy on left to the top below the logo to increases engagement.,Test was implemented although it was inconclusive.,
RB,NE,ixx,Auto Insurance,,Widget,styling,https://aaanortheast.atlassian.net/browse/AT-359,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ixx_ixxauto_widgetredesign0918av,ixx_ixxauto_widget_copy_redesign_0918_av,A,COMPLETED,"Wed, 09/26/18","Tue, 09/10",,,,,,"Wed, 10/10",FALSE,14,,,"Increase clicks in Auto Insurance Widget, increase auto insurance application completions.",Adding tips copy to the Auto Insurance widget to help increase clicks and conversions.,,
MG,OAC,ccx,Car Care Plus,,Nav,copy - cta,https://aaanortheast.atlassian.net/browse/MUL-830,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-cxx-nav-copy-0918-av,oac-ccx-nav-copy-0918-av,A,COMPLETED,"Wed, 09/26/18","Tue, 09/10",,,,,,"Tue, 10/16",FALSE,20,,-14.36%,Increase traffic to CCP. Iteration 4.,Automotive v. Car Repair & Maintenance,,
MG,NE,fxx,Auto Loans,,Offer Row,copy - paragraph,https://aaanortheast.atlassian.net/browse/MUL-735,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-fxx-nehome-axxloan-or-copy-0918-av,ne-fxx-nehome-axxloan-or-copy-0918-av,A,COMPLETED,"Wed, 09/26/18","Tue, 09/10",,,,,,"Thu, 09/27",FALSE,1,,-60.00%,Increase engagement to Auto Loans Product page. Variation 3.,Your next car is waiting! v. Looking for a new or used car?,,
MG,NE,fxx,Auto Loans,Conversion,Hero,copy - title,https://aaanortheast.atlassian.net/browse/MUL-809,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-fxx-nehome-hero-axxloan-copy-0918-rtrgt,ne-fxx-nehome-hero-axxloan-copy-0918-rtrgt,NONE,COMPLETED,"Wed, 09/26/18","Tue, 09/10",,,,,,"Mon, 11/19",FALSE,54,,n/a,"Increase conversion to users who started axxloan, but did not complete. Copy change. V2.",Don't Stop Now v. Road to Happiness,,
MG,OAC,mxx,Membership Products,,Hero (400),styling,https://aaanortheast.atlassian.net/browse/MUL-829,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-mxx-mxxcompc-hero-400-redesign-0918-av,oac-mxx-mxxcompc-hero-400-redesign-0918-av,B,COMPLETED,"Wed, 09/26/18","Tue, 09/10",,,,,,"Tue, 10/9",FALSE,13,,874.54%,Increase engagement with hero without negatively impacting product conversion.,hero 400 with carat v. full hero with carat,,
RB,NE,ixx,Auto Insurance,,Form,styling,https://aaanortheast.atlassian.net/browse/AT-361,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ixx_ezlynx_restyle0918av,ixx_ezlynx_restyle_0918_dsktp,A,COMPLETED,"Wed, 09/26/18","Tue, 09/10",,,,,,"Wed, 10/10",FALSE,14,,,Increase completions for NY Auto Insurance.,Get more conversions by styling ezlynx to better match our look and feel,,
MG,NE,txx,MVP,,5050,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-595,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-txx-txxhome-5050-redesign-carat-animation-pathtodiscovery-091,ne-txx-txxhome-5050-redesign-carat-animation-pathtodiscovery-0918-av,NONE,COMPLETED,"Thu, 09/27/18","Tue, 09/10",,,,,,"Thu, 10/11/18",FALSE,14,,2.10%,"Increase engagement in 5050 Path to Discovery. Iteration 2, sans carat animation.",dynamic 5050 v. dynamic 5050 sans carat animation,,
RB,NE,ixx,Auto Insurance,,Nav,copy - title,https://aaanortheast.atlassian.net/browse/AT-357,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ixx_topnav_auto_linkcopy0918avv6,ixx_topnav_auto_linkcopy_0918_av_v6,,PAUSED,"Thu, 09/27/18","Tue, 09/10",,,,,,,FALSE,,,,Increase clicks to Auto Insurance landing page from the top nav.,Version 6 - Increase clicks to Auto Insurance Overview page (Automobile vs. Auto). Sending data to Adobe Analytics.,,
RB,NE,ixx,Auto Insurance,,Nav,copy - title,https://aaanortheast.atlassian.net/browse/AT-357,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/ixx_topnav_auto_linkcopy0918avv7,ixx_topnav_auto_linkcopy_0918_av_v7,B,COMPLETED,"Fri, 09/28/18","Tue, 09/10",,,,,,"Wed, 10/17",FALSE,19,,,Version 7 - Increase clicks to Auto Insurance Overview page,(Automobile vs. Auto). Sending data to Adobe Analytics.,,
MG,OAC,txx,MVP/TST,Engagement,5050,styling,https://aaanortheast.atlassian.net/browse/MUL-832,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-txx-txxhome-5050-redesign-carat-animation-0918-av,oac-txx-txxhome-5050-redesign-carat-animation-0918-av,NONE,COMPLETED,"Mon, 10/1/18","Tue, 09/10",,,,,,"Mon, 12/10",FALSE,70,,n/a,Increase engagement on Top Destinations section. Iteration 2 - no animation on carat.,dynamic 5050 v. dynamic 5050 sans carat animation,,
MG,OAC,ixx,Auto Insurance,Engagement,Nav,copy - cta,https://aaanortheast.atlassian.net/browse/MUL-819,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-ixx-nav-automobile-copy-1018-av,oac-ixx-nav-automobile-copy-1018-av,B,COMPLETED,"Mon, 10/1/18","Tue, 09/10",,,,,,"Tue, 12/18",FALSE,78,,14.57%,Increase exposure and drive traffic to Auto Insurance.,Automobile v. Car,,Y
MG,NE,fxx,Auto Loans,,Offer Row,image,https://aaanortheast.atlassian.net/browse/MUL-834,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-fxx-nehome-or-img-1018-av,ne-fxx-nehome-or-img-1018-av,NONE,COMPLETED,"Mon, 10/1/18","Tue, 09/10",,,,,,"Tue, 10/23",FALSE,22,,n/a,"Increase engagement and drive traffic to Auto Loans page. Variation 4, image change.",,,
MG,OAC,mxx,Join,Conversion,Copy,copy - paragraph,https://aaanortheast.atlassian.net/browse/MUL-795,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-mxx-join-copy-motorcycle-0918-av,oac-mxx-join-copy-motorcycle-0918-av,NONE,COMPLETED,"Tue, 10/2/18","Tue, 09/10",,,,,,"Mon, 12/3",FALSE,62,,66%,Goal: Joins at RV/Motorcycle Plus or Premier,,"While joins to plus & premier rv/motorcycle had a lift of 66% at 80% confidence, overall joins did not show a positive story. Joins overall we at a lift of -6.59% w/ 91% confidence. Thus, we concluded the test with intent to find another way to include motorcycle RV while not negatively impacting Joins overall.",
PM,NE,mxx,Join Basic,,Form,other,n/a,mxx_mxxjoinfunnel_addmember_hide_dob_email_0718_av,mxx_mxxjoinfunnel_addmember_hide_dob_email_0718_av,,PAUSED,"Tue, 10/2/18","Tue, 09/10",,,,,,,FALSE,,,,Increase conversion to join.,,,
RB,NE,ixx,Insurance Products,Engagement,Offer Row,image,https://aaanortheast.atlassian.net/browse/AT-362,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ixx_nehome_offerrowimage1018av,ixx_nehome_offerrow_image_1018_av,A,COMPLETED,"Tue, 10/2/18","Tue, 09/10",,,,,,"Mon, 11/5",FALSE,34,,,Increase clicks to the Insurance overview page (changed offer row image).,Changed offer row image for Insurance.,"New image had negative impact on engagement. Overall, using Fall images seems to have a negative impact on tests.",
RB,NE,ixx,Insurance Products,Engagement,Widget,styling,https://aaanortheast.atlassian.net/browse/AT-364,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ixx_ixxhome_widgetredesign1018av,ixx_ixxhome_widget_redesign_1018_dsktp,NONE,COMPLETED,"Wed, 10/3/18","Tue, 09/10",,,,,,"Thu, 11/1",FALSE,29,,,Increase clicks using the Insurance Widget. ,"Redesigned the widget, stacking the fields to increase more visibility for the hero image.",Smaller widget was inconclusive. No major impact on engagement.,
MG,NE,cxx,NY DIP,,Hero,other,n/a,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-dxx-nehome-hero-swap-ddc-1018-nyv,ne-cxx-nehome-hero-swap-ddc-1018-nyv,A,COMPLETED,"Wed, 10/3/18","Tue, 09/10",,,,,,"Tue, 10/9",FALSE,6,,-32.67%,"Increase exposure to NY DDC, without negatively impacting other retargeting efforts.","A (Insurance) v. B (Reduce Points) creative on homepage hero, targeted to desktop NY Visitors only.",,
PM,NE,mxx,Home Page,,Hero,copy - title,n/a,ne_mxx_hero_copy_change_1018_av,ne_mxx_hero_copy_change_1018_av,NONE,COMPLETED,"Wed, 10/3/18","Tue, 09/10",,,,,,"Wed, 10/24",FALSE,21,,-6.63%,Increase clicks and conversion of memberships.,Changed hero copy to increase clicks and conversion of memberships.,,
MG,NE,txx,TST Activity,Engagement,Nav,copy - cta,https://aaanortheast.atlassian.net/browse/MUL-843,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-txx-txxhome-nav-linkcopy-1018-av,oac-txx-txxhome-nav-linkcopy-1018-av			,B,COMPLETED,"Wed, 10/3/18","Tue, 09/10",,,,,,"Tue, 11/13",FALSE,41,,-9.36%,"Increase exposure to TST Activity. Changed copy to ""Sightseeing"". BL Request.",Activities v. Sightseeing,The use of dynamic & descriptive language draws people in.,
RB,NE,ixx,Insurance Products,Engagement,Widget,styling,https://aaanortheast.atlassian.net/browse/AT-363,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ixx_nehome_widgetredesign1018av,ixx_nehome_widget_redesign_1018_av,NONE,COMPLETED,"Wed, 10/3/18","Tue, 09/10",,,,,,"Fri, 11/23",FALSE,51,,,Increase engagement/clicks for the Insurance Savings Widget on the AAANE homepage.,Changed css styling of the Insurance Savings Widget.,Styling changes to the Insurance Savings widget had very little impact on engagement/clicks using the widget.,
PM,NE,mxx,Membership Join Page,,MXX Pricing,styling,n/a,mxx_mxxjoin_price_component_padding_1018_dsktp,mxx_mxxjoin_price_component_padding_1018_dsktp,NONE,COMPLETED,"Wed, 10/3/18","Tue, 09/10",,,,,,"Wed, 10/31",FALSE,28,,0.11%,Increase engagement and conversion.,Removed outer padding on price component to increase engagement and conversion.,Change was inconclusive. Need to try test after other successful changes have been made.,
MG,OAC,ccx,Mobile Battery Service,Conversion,Redirect,redirect,https://aaanortheast.atlassian.net/browse/MUL-848,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_ccx_mblbttrysrvcredirectswap1018av,oac_ccx_mblbttrysrvc_redirect_swap_1018_av			,A,COMPLETED,"Thu, 10/4/18","Tue, 09/10","Tue, 11/6",,,,,"Tue, 11/6",FALSE,33,,-15%,"Increase conversion to ""Get a Quote"" for Mobile Battery Service.",ERS Mobile Battery Lp v. Battery Maintenance Replacement,"Test was at 75% confidence of a negative lift. Running on SEM campaign, determine cost of loss of converison due to the marketing effort was worth concluding the test.",
MG,OAC,mxx,Renew,,Copy,styling,https://aaanortheast.atlassian.net/browse/MUL-838,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_mxx_renewlogincopypcopy1018av,oac_mxx_renewlogin_copy_pcopy_1018_av,A,COMPLETED,"Thu, 10/4/18","Tue, 09/10",,,,,,"Tue, 10/23",FALSE,19,,-2.06%,Iterative process to begin transitioning the addition of 'no login' form without negatively impacting Renews. Removal of 'new site' copy. ,New Site' copy removed,,
MG,NE,txx,Car Rentals,,Widget,copy - cta,https://aaanortheast.atlassian.net/browse/TRAVEL-596,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-txx-txxhome-widget-img-copy-hertz-1018-dsktp,ne-txx-txxhome-widget-img-copy-hertz-1018-dsktp,B,COMPLETED,"Fri, 10/5/18","Tue, 09/10",,,,,,"Fri, 10/12",FALSE,7,,58.65%,Increase engagement Car Rentals. Variation 3. Added 'Hertz' logo with Link Copy.,Hertz Promo Coupon copy v. Hertz img Promo Coupon,,
MG,OAC,ccx,Tire Service,Conversion,Copy,copy - paragraph,https://aaanortheast.atlassian.net/browse/MUL-839,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_ccx_tireshopcopypcopy1018av,oac_ccx_tireshop_copy_pcopy_1018_av			,B,COMPLETED,"Thu, 10/11/18","Tue, 09/10",,,,,,"Sat, 11/03",FALSE,23,,,BL Request. Increase conversion to Schedule Service.,AAA Members save.. copy,,Y
PM,NE,mxx,Renew Funnel,,Button,other,n/a,mxx_renewfunnel_express_renew_button_1018_av,mxx_renewfunnel_express_renew_button_1018_av,B,COMPLETED,"Fri, 10/12/18","Tue, 09/10",,,,,,"Mon, 10/22",FALSE,10,,12.84%,Increases clicks and conversions to membership renewals,Introduce express renew button on left to see if it increases clicks and conversions.,,
PM,NE,mxx,AAA Home Page,,5050 - Link,copy - cta,n/a,ne_mxxadd_member_freeteens_5050_copy_1018_av,ne_mxxadd_member_freeteens_5050_copy_1018_av,B,COMPLETED,"Fri, 10/12/18","Tue, 09/10",,,,,,"Wed, 10/24",FALSE,12,,27.91%,Added Free Teens promotional to 50/50 Add Member Copy link to increase teen member conversions.,,,
PM,NE,mxx,Membership Page,,Link Copy,copy - cta,n/a,mxx_mxxadd_member_freeteen_copy_link_1018_av,mxx_mxxadd_member_freeteen_copy_link_1018_av,NONE,COMPLETED,"Fri, 10/12/18","Tue, 09/10",,,,,,"Thu, 11/1",FALSE,20,,-2.09%,Increase conversions of Teen members. All visitors excluding logged in members.,Added Free Teens link below ordered list to increase conversions of Teen members. All visitors excluding logged in members.,Difficult to tell if it truly won since the change was adding a product link that was never there to begin with.,
MG,NE,txx,MVP,Engagement,5050,styling,https://aaanortheast.atlassian.net/browse/TRAVEL-597,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-txx-txxhome-5050-redesign-bg-1018-av,ne-txx-txxhome-5050-redesign-bg-1018-av,B,COMPLETED,"Mon, 10/15/18","Tue, 09/10",,,,,,"Wed, 11/28/18",FALSE,44,,41.09%,Increase engagement on Top Destinations section. Iteration 2 - no animation on carat.,dynamic 5050 v. dynamic 5050 full white background,"The results of this A/B Test were inconclusive for mobile, as the white background hid the image. This finding may show that images are supplementary to the mobile experience, but not a driver. On desktop, however, the white background improves legibility.
",
MG,OAC,ccx,CCX Products,,Offer Row,other,https://aaanortheast.atlassian.net/browse/MUL-859,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac-ccx-ccxhome-cc-or-oil-1018-av,oac-ccx-ccxhome-cc-or-oil-1018-av,A,COMPLETED,"Mon, 10/15/18","Tue, 09/10",,,,,,"Wed, 10/24",FALSE,9,,-53.53%,Variation 3. Test engagement with Oil Change/Brakes in cc v. or. ,Oil v. Brakes in PB / CC,,
PM,NE,mxx,Free Teen Program Page,,Hero (400),image,,mxx_mxxfreeteen_program_hero_1018_av,mxx_mxxfreeteen_program_hero_1018_av,NONE,COMPLETED,"Mon, 10/15/18","Tue, 09/10",,,,,,"Wed, 10/24",FALSE,9,,-6.84%,Increase conversions of Free Teen Memberships,Changed the hero banner of the teen page.,,
RB,NE,ixx,Insurance Products,Engagement,Widget,styling,https://aaanortheast.atlassian.net/browse/AT-365,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ixx_ixxhome_heroredesign1018mbl,ixx_ixxhome_hero_redesign_1018_mbl,A,COMPLETED,"Mon, 10/15/18","Tue, 09/10",,,,,,"Tue, 10/30",FALSE,15,,,"Increase clicks, engagement using the Insurance widget.","Changed hero, redesigned widget. Mobile audiences only.","Mobile audience prefers the control experience, with white widget background and hero image with brighter color schemes. This is the third test we have ran using a Fall image that has made no impact on engagement.",
RB,NE,ixx,NY EZLynx,Conversion,Form,styling,https://aaanortheast.atlassian.net/browse/AT-366,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/ixx_ezlynx_restyle1018mblv2,ixx_ezlynx_restyle_1018_mbl_v2,NONE,PAUSED,"Tue, 10/16/18","Tue, 09/10",,,,,,"Mon, 11/5",FALSE,20,,,Increase conversions on mobile devices for EZLynx.,Restyle EZLynx NY application to match brand standards.,Will relaunch this test beacuse of Target tracking issues.,
RB,NE,ixx,MA Auto Insurance,Conversion,Form,copy - title,https://aaanortheast.atlassian.net/browse/AT-369,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/ne_ixx_maauto_formtitlecopy1018mbl,ne_ixx_maauto_form_titlecopy_1018_mbl,A,COMPLETED,"Wed, 10/17/18","Tue, 09/10",,,,,,"Wed, 11/14",FALSE,28,,,Increase conversions/completions of MA Auto Insurance,Changed heading title in the MA Auto Insurance application.,Audience prefers to have 'Massachusetts' in the heading.,
RB,NE,ixx,MA Auto Insurance,Conversion,Form,styling,https://aaanortheast.atlassian.net/browse/AT-367,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/ixx_maauto_progressbarredesign1018av,ixx_maauto_progressbar_redesign_1018_dsktp,NONE,COMPLETED,"Thu, 10/18/18","Tue, 09/10",,,,,,"Wed, 11/21",FALSE,34,,,Increase conversions/completions of MA Auto Insurance,Removed Steps Progress bar below heading.,Test was inconclusive. Removing the progress bar did not have a huge impact on overall results.,
JR,OAC,fxx,Visa,Engagement,Nav,copy - title,https://aaanortheast.atlassian.net/browse/MUL-863,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_fxx_oachome_navswap1018av,oac_fxx_oachome_nav_swap_1018_av,NONE,COMPLETED,"Mon, 10/22/18","Tue, 09/10",,,,,,"Tue, 12/18",FALSE,57,,,"Change the text ""Travel Money"" in the Financial Navigation to ""Prepaid Visa"" and see if the page gets more traffic.",,,
JR,OAC,mxx,Join,,Nav,styling,https://aaanortheast.atlassian.net/browse/MUL-864,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_other_oachomenavlinkcopy1018dsktp,oac_other_oachome_nav_linkcopy_1018_dsktp,NONE,COMPLETED,"Mon, 10/22/18","Tue, 09/10",,,,,,"Mon, 11/5",FALSE,14,,,More Clicks on Join AAA,Add underline style to text in button,The underline of the text did not in any way effect the amount of engagement,
MG,NE,txx,Flights/Hotels Packages,Conversion,Widget,redirect,https://aaanortheast.atlassian.net/browse/TRAVEL-584,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/ne-txx-txxhome-widget-link-ph-pph-1018-av,ne-txx-txxhome-widget-link-ph-pph-1018-av,B,COMPLETED,"Tue, 10/23/18","Tue, 09/10",,,,,,"Mon, 12/3",FALSE,41,,n/a,Increase conversion for flight/hotel bundles / Compare Pleasant Holidays v. Priceline experiences.,"A: Priceline, B: Pleasant Holiday","Total sales cost is approximately the same, however, Pleasant Holidays attributes a higher rate of commision to AAA. Though users perfer the Priceline experience, the goal is to be able to optimize the Pleasant Holidays experience to increase conversion rate.",
JR,OAC,ixx,Hero Widget,,Hero,other,https://aaanortheast.atlassian.net/browse/MUL-871,https://aaanortheast.marketing.adobe.com/content/mac/aaanortheast/target/activities.html#activitydetails/A-B/oac_ixx_ixxhome_herorearrange1018av,oac_ixx_ixxhome_hero_rearrange_1018_av,B,COMPLETED,"Tue, 10/23/18","Tue, 09/10",,,,,,"Thu, 10/25",FALSE,2,,776.00%,More traffoic to Home Insurance,Highlight Home INsurance in the widget by default,Highlighting the Home INsurance Icon by default we severly impacted the Auto Loan funnel,y/Loser
MG,NE,txx,TST Activity,Conversion,Icon Row,other,east.atlassian.net/browse/MUL-853,https://aaanortheast.experiencecloud.adobe.com/content/mac/aaanortheast/target/activities.html#reports/A-B/oac_txx_txxhome_iconswap1018av,oac_txx_txxhome_icon_swap_1018_av,NONE,COMPLETED,"Wed, 10/24/18","Tue, 09/10",,,,,,"Thu, 11/29",FALSE,36,,n/a,Increase traffic to TST Activity. BL Request.,Hotels v. Activities,Can't trust click data here. Will try copy changes elswhere,Y
